correct word,transliterated correct word,misspelled word,transliterated misspelled word,transliterated candidate word from spellchecker,candidate word from spellchecker,found correct word or not
পরিকল্পনা,parikalpana,পরিকলপনা,parikalpana," parikalpana, parikalpanar, parikalpanai, kavikalpana, parikalpak, "," পরিকল্পনা, পরিকল্পনার, পরিকল্পনাই, কবিকল্পনা, পরিকল্পক, ",yes
স্পেকট্রাম,spectrum,সপেকট্রাম,sapekatrum, , ,no
ফিনিক্স,phoenix,ফিনিকস,finics," jinis, clinics, minic, findins, jinios, "," জিনিস, ক্লিনিক, মিনিকে, ফাইন্ডিংস, জীনিয়স, ",no
গার্মেন্টের,garmenter,গারেন্টের,garrenter," garmenter, garmentser, gardener, parsenter, sargenter, "," গার্মেন্টের, গার্মেন্টসের, গার্ডেনের, পার্সেন্টের, সার্জেন্টের, ",yes
দুর্ঘটনার,durjetnar,দুরঘটনার,durjetnar," durjetnar, durjetna, durjetnag, durjetnati, durjetnake, "," দুর্ঘটনার, দুর্ঘটনা, দুর্ঘটনায়গ, দুর্ঘটনাটি, দুর্ঘটনাকে, ",yes
উদ্ধারকাজে,uddharkaje,উদদারকাজে,udadarkaje," uddharkaje, "," উদ্ধারকাজে, ",yes
উচ্চ,uchch,উচচ,uchach," uchch, charch, chacha, chachh, cach, "," উচ্চ, চার্চ, চাচা, চাচ্ছ, ক্যাচ, ",yes
প্রয়োজনীয়,prayojanian,পরয়োজনীয়,paryojanian," prayojanian, aprayojanian, "," প্রয়োজনীয়, অপ্রয়োজনীয়, ",no
প্রকৌশলী,prakaushali,পরকৌশলী,parakaushali," prakaushali, prakaushal, prakaushale, "," প্রকৌশলী, প্রকৌশল, প্রকৌশলে, ",yes
অধিদপ্তরের,adhidptarer,অধিদপতরের,adhidpatarer," adhidptarer, "," অধিদপ্তরের, ",yes
চন্দ্র,chandra,চনদ্র,chandra," chandra, chandara, chanda, chada, thanda, "," চান্দ্র, চন্দরার, চাঁদা, চড়া, ঠাণ্ডা, ",no
প্রকল্পে,prakalpe,পরকল্পে,parkalpe," prakalpe, prakalper, parkale, prakalp, parale, "," প্রকল্পে, প্রকল্পের, পরকালে, প্রকল্প, পরলে, ",yes
সশস্ত্র,sashastra,সশসট্র,sashastr," sahastr, sashastra, sashastre, sahaser, sabhasth, "," সহস্র, সশস্ত্র, সশস্ত্রে, সাহসের, সভাস্থ, ",yes
প্রকল্পের,prakalper,পরকল্পের,parkalper," prakalper, parkaler, sankalper, prakalpe, parkale, "," প্রকল্পের, পরকালের, সংকল্পের, প্রকল্পে, পরকালে, ",yes
সামগ্রী,samgri,সামগরী,samgari," samgri, sampark, sarkari, samari, saagari, "," সামগ্রী, সম্পর্ক, সরকারি, সময়ই, সাগরী, ",yes
যন্ত্র,yantra,যনত্র,yantra," yantra, yatra, mantras, yantre, mantri, "," যন্ত্র, যাত্রা, মন্ত্র, যন্ত্রে, মন্ত্রী, ",yes
শ্নোর্কেল,shnorkel,শনোর্কেল,shanorkel," shnorkel, "," শ্নোর্কেল, ",yes
ডুবন্ত,dubant,ডুবনত,dubanat," dubant, durant, dibagat, dubaia, duhaat, "," ডুবন্ত, দুরন্ত, দিবাগত, ডুবাইয়া, দুহাত, ",yes
অবস্থায়,avastha,অবসতায়,avasta," avastha, avasthan, avastav, avasthar, raasta, "," অবস্থা, অবস্থান, অবাস্তব, অবস্থার, রাস্তা, ",no
শ্বাস,swasa,শাস,shas," shesh, sahasa, shal, shar, chas, "," শেষ, সহসা, স্হল, শর, চাস, ",no
শ্নোর্কেলের,shnorkeler,শনোর্কেলের,shanorkeler," shnorkeler, "," শ্নোর্কেলের, ",yes
সার্ভিস,service,সারবিস,sarbis," sarvis, saria, karis, sari, sarvik, "," সার্ভিসে, সরিয়া, করিস, শাড়ি, সার্বিক, ",no
ডিফেন্সের,diffenser,ডিফেনসের,diphenser," diffenser, "," ডিফেন্সের, ",yes
স্বয়ংক্রিয়,swaykriya,সয়ংক্রিয়,sankriya," sankhya, sankirna, sakriya, swaykriya, sakrita, "," সংখ্যা, সংকীর্ণ, সক্রিয়, স্বয়ংক্রিয়, সক্রিয়তা, ",yes
ব্যবহার্য,vyavharya,বাবহার্য,babaharya," babaharik, anbaharya, anaharya, "," ব্যাবহারিক, অন্বাহার্য, অনাহার্য, ",no
জলীয়বাষ্প,jaliyvashp,জলীয়বাষপ,jaliyvashap," jaliyvashp, "," জলীয়বাষ্প, ",yes
নিষ্কাশনযন্ত্র,nishkashnayantra,নিষকাশনযন্ত্র,nishkashnayantra," nishkashnayantra, "," নিষ্কাশনযন্ত্র, ",yes
চার্জার,charger,চারজার,charjar," darjar, chadar, chamkar, chartar, chakar, "," দরজার, চাদর, চমৎকার, চারটার, চাকর, ",no
ব্যাগ,bag,বাাগ,bagh," bagh, badh, bagha, bandh, bag, "," বাগ, বদ্ধ, বাঘা, বন্ধ, ব্যাগ, ",yes
মাস্ক,mask,মাসক,maasak," maasak, maas, maansik, maara, maadak, "," মাসক, মাস, মানসিক, মারা, মড়ক, ",no
অনুসন্ধান,anusandhan,অনুসনধান,anusanadhan," anusandhan, anusandhane, anusandhano, "," অনুসন্ধান, অনুসন্ধানে, অনুসন্ধানও, ",yes
ক্যামেরা,camera,েকামেরা,kamera," camera, kamra, kamala, kajer, kamara, "," ক্যামেরা, কামরা, কমলা, কাজের, কামড়ে, ",yes
হাইড্রোলিক,hydrolic,হাইদরোলিক,hidrolic," hydrolic, "," হাইড্রোলিক, ",yes
ক্রাশার,krashar,করাশার,karashar," karagar, krashar, paraspar, karaghat, karaibar, "," কারাগারে, ক্রাশার, পরস্পর, করাঘাত, করাইবার, ",yes
নির্গমক,nirgamak,নিরগমক,nirgamak," nirgamak, nirnayak, nirgman, nirama, nirmamai, "," নির্গমক, নির্ণায়ক, নির্গমন, নিরাময়, নির্মমই, ",yes
স্প্রেডার,sprayder,সপ্রেডার,sapreder," sarder, mareder, "," সর্দার, মারেদের, ",no
র‌্যাম,ram,র‌াাম,ram," ram, kram, rai, gram, aram, "," রাম, ক্রমে, রায়, গ্রাম, আরামে, ",no
জ্যাক,jack,জাাক,jaak," jaak, jaan, jaat, naak, jaani, "," জাক, জান, জাত, নাক, জানি, ",no
অনুসন্ধানযন্ত্র,anusandhanayantra,অনুসনধানযন্ত্র,anusanadhanayantra," anusandhanayantra, "," অনুসন্ধানযন্ত্র, ",yes
সিল্ক,silk,সিলক,silak," tilak, silk, asilam, silhat, dilam, "," তিলক, সিল্ক, আসিলাম, সিলেট, দিলাম, ",yes
টিস্যু,tissue,টিেসু,tissue," tissue, issue, tisse, misse, issu, "," টিসু, issue, টিসি, মিসেস, ইস্যু, ",no
টাঙ্গাইলের,tongailer,টাংগাইলের,tungiler," jungler, tongailer, suniler, tonsiler, "," জঙ্গলের, টাঙ্গাইলের, সুনীলের, টনসিলের, ",yes
হিন্দি,hindi,হিনদি,hindi," hindi, hindu, sindi, handi, didi, "," হিন্দী, হিন্দু, সিঁড়ি, হাঁড়ি, দিদি, ",no
আগ্রহ,aagrah,আগরহ,agrah," aagrah, sangrah, agrahe, grah, agrsar, "," আগ্রহ, সংগ্রহ, আগ্রহে, গ্রহ, অগ্রসর, ",yes
প্যান্ট,pant,েপান্ট,pant," pant, pan, prant, pait, paat, "," পন্ত, পান, প্রান্ত, পাইত, পাত, ",no
পাঞ্জাবি,punjabi,পাঞজাবি,panjabi," punjabi, anjali, panjar, punjabio, manjari, "," পাঞ্জাবী, অঞ্জলি, পাঁজর, পাঞ্জাবিও, মঞ্জরী, ",no
বস্ত্রালয়ের,bastralyer,বসট্রালয়ের,bastralyer," bastralyer, "," বস্ত্রালয়ের, ",yes
থ্রি,three,তরি,tari," tari, tarai, vari, karia, tiri, "," তাড়ি, তরাই, ভারি, করিয়া, তৈরী, ",no
লেহেঙ্গা,lehenga,লেহেংগা,lehenga," lehenga, lahenga, elenga, "," লেহেঙ্গা, লহেঙ্গা, এলেঙ্গা, ",yes
নিউমার্কেটে,neumarket,নিউমারকেটে,neumarket," neumarket, niumarket, "," নিউমার্কেটে, নিয়ুমার্কেটে, ",yes
নবনির্মিত,navnirmit,নবনিরিত,nabanirit, , ,no
কমপ্লেক্সে,complex,কমপলেক্সে,kampaleks, , ,no
অর্ধশত,ardhshat,অরদশত,aradashat," ardhshat, "," অর্ধশত, ",yes
ফ্যাশন,fashan,েফাশন,fashan," fashan, asha, farhan, lakshan, fyashan, "," ফ্যাশন, আশা, ফারহান, লক্ষণ, ফ্যাশান, ",yes
বৈচিত্র্য,baichitrya,বৈচিতর্য,baichitarya," baichitrya, baichitryai, "," বৈচিত্র্য, বৈচিত্র্যই, ",yes
ক্রেতারাও,kretarav,করেতারাও,karetarav," kretarav, kretara, kartara, kretarai, "," ক্রেতারাও, ক্রেতারা, কর্তারা, ক্রেতারই, ",yes
গ্যাভার্ডিনের,gavardiner,গাাভার্ডিনের,gavardiner," gavardiner, "," গ্যাভার্ডিনের, ",yes
ব্র্যান্ডের,brander,র্যান্ডের,rander," yander, brander, raner, maner, fander, "," যাঁদের, ব্র্যান্ডের, রঙের, মানের, ফান্ডের, ",yes
চট্টগ্রামে,chattagram,চততগ্রামে,chattagram," chattagram, "," চট্টগ্রাম, ",no
এম্পোরিয়াম,emporium,এপোরিয়াম,eporium," emporium, borium, thorium, "," এম্পোরিয়াম, বোরিয়াম, থোরিয়াম, ",no
ইস্পাহানী,ispahani,ইসপাহানী,ispahani," ispahani, ishani, istahari, "," ইস্পাহানী, ঈশানী, ইস্তাহারী, ",yes
স্টোর,stor,সতোর,sator," satya, tor, kathor, nator, satark, "," সত্য, তোর, কঠোর, নাটোর, সতর্ক, ",no
উদ্বোধন,udvodhan,উদোধন,udodhan," udvodhan, udvodhani, uddhat, shodhan, dohan, "," উদ্বোধন, উদ্বোধনী, উদ্ধত, শোধণ, দোহন, ",yes
এম্পোরিয়ামের,emporiamer,এপোরিয়ামের,eporiamer," emporiamer, "," এম্পোরিয়ামের, ",yes
